,Domain,Phylum,Class,Order,Family,Genus,Species
10279,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus
10288,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Betaentomopoxvirus,Choristoneura biennis entomopoxvirus
749413,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Deep-sea thermophilic phage D6E
1986224,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. SL2-1
226665,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia heilongjiangensis
2560422,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,NA,Enterococcus virus EFDG1
2006138,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus,Mycobacterium virus Nappy
1224144,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya sp. CSL RW240
1815521,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage S-WAM1
1128151,Viruses,NA,NA,NA,Mimiviridae,Mimivirus,Mimivirus terra2
879630,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Aeromonas phage phiAS5
1883374,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Erwinia phage vB_EamM_Kwan
2052938,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,Enterobacteriaceae bacterium S05
1750712,Viruses,NA,NA,NA,Baculoviridae,Betabaculovirus,Cnaphalocrocis medinalis granulovirus
1859492,Viruses,NA,NA,NA,NA,NA,Kaumoebavirus
1076255,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Centapoxvirus,Yokapox virus
940280,Viruses,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,NA,Carnation yellow fleck virus
1481785,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Ralstonia phage RSJ2
10298,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human alphaherpesvirus 1
10256,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Raccoonpox virus
37128,Viruses,NA,NA,NA,Virgaviridae,Pomovirus,Potato mop-top virus
2169965,Viruses,NA,NA,Picornavirales,Picornaviridae,Kunsagivirus,Kunsagivirus B
1982257,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus Lauchelly
1084719,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Bacillus virus G
1923145,Viruses,NA,NA,NA,NA,NA,Hubei picorna-like virus 62
10704,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Rhizobium phage 16-3
2164101,Viruses,NA,NA,NA,NA,NA,Penicillium digitatum polymycoviruses 1
1923144,Viruses,NA,NA,NA,NA,NA,Hubei picorna-like virus 61
998086,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Phikzvirus,Pseudomonas phage PhiPA3
1141625,Viruses,NA,NA,NA,Astroviridae,NA,Murine astrovirus
1985383,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gerygone associated gemycircularvirus 3
2169872,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Doucettevirus,Propionibacterium virus E6
1746063,Viruses,NA,NA,NA,NA,NA,Shuangao insect virus 7
1423347,Viruses,NA,NA,NA,Hypoviridae,Hypovirus,Sclerotinia sclerotiorum hypovirus 2
375546,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Hydrangea chlorotic mottle virus
1839798,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FDAARGOS_235
2560358,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,NA,Brochothrix virus A9
1980625,Viruses,NA,NA,NA,Partitiviridae,NA,Carnation cryptic virus 3
1983108,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus,Mycobacterium virus BrownCNA
1434103,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. WWM596
1815631,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Gelderlandvirus,Salmonella phage vB_SnwM_CGG4-1
12315,Viruses,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Cucumovirus,Tomato aspermy virus
2170099,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Plotvirus,Mycobacterium virus Plot
1923125,Viruses,NA,NA,NA,NA,NA,Hubei picorna-like virus 44
1007869,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Rhodococcus phage E3
47900,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Garlic common latent virus
1116375,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. EJY3
2016461,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Giant panda associated gemycircularvirus
1412875,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Lactococcus phage phiL47
2005060,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cronusvirus,Rhodobacter virus RcCronus
1335230,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Pseudomonas phage PaBG
797075,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Nerine latent virus
138184,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 2
1346829,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Peridroma alphabaculovirus
948870,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Enterobacteria phage phi92
12167,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Potato virus M
12166,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Poplar mosaic virus
1922928,Viruses,NA,NA,NA,NA,NA,Hubei mosquito virus 4
2606912,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter sp. THM-2
747763,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Streptomyces phage phiSASD1
262177,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Orgyia pseudotsugata multiple nucleopolyhedrovirus
1562380,Viruses,NA,NA,NA,Narnaviridae,Mitovirus,Fusarium coeruleum mitovirus 1
1993859,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wildcatvirus,Mycobacterium virus Wildcat
305785,Viruses,NA,NA,NA,Solemoviridae,Polemovirus,Poinsettia latent virus
1923561,Viruses,NA,NA,NA,NA,NA,Wenzhou crab virus 4
759389,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Chrysoviridae,Alphachrysovirus,Verticillium dahliae chrysovirus 1
1805457,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Mycobacterium phage Bipper
1513214,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Iteradensovirus,Lepidopteran iteradensovirus 5
693997,Viruses,NA,NA,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1
2382121,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Chrysoviridae,Chrysovirus,Zea mays chrysovirus 1
2043550,Viruses,NA,NA,NA,Partitiviridae,Alphapartitivirus,Medicago sativa alphapartitivirus 1
214439,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Hosta virus X
2699183,Bacteria,Candidatus Saccharibacteria,NA,NA,NA,NA,Candidatus Saccharibacteria bacterium FS17P
129727,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Parapoxvirus,Bovine papular stomatitis virus
1985408,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Sewage derived gemycircularvirus 2
129395,Viruses,NA,NA,Tymovirales,Gammaflexiviridae,Mycoflexivirus,Botrytis virus F
1534743,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio hyugaensis
2049886,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vendettavirus,Gordonia virus Vendetta
53435,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema paraluiscuniculi
1982083,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Korravirus,Arthrobacter virus Preamble
2035708,Viruses,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,NA,Cherax quadricarinatus iridovirus
1089121,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Mycobacterium phage Dori
2560724,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus,Salmonella virus BPS17L1
1955558,Viruses,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus,Noumeavirus
445683,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage S-ShM2
1610872,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Staphylococcus phage IME-SA4
160484,Viruses,NA,NA,NA,Partitiviridae,Gammapartitivirus,Discula destructiva virus 2
32625,Viruses,NA,NA,NA,Barnaviridae,Barnavirus,Mushroom bacilliform virus
1340831,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Corndogvirus,Mycobacterium phage Dylan
51680,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Ribgrass mosaic virus
12657,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Percavirus,Equid gammaherpesvirus 2
1493510,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Synechococcus phage ACG-2014e
2217825,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. AR4-2
1985375,Viruses,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Chickadee associated gemycircularvirus 1
39420,Viruses,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus,Feldmannia species virus
378833,Viruses,NA,NA,NA,Solemoviridae,Sobemovirus,Sowbane mosaic virus
1977304,Viruses,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,Lineavirus,Salmonella virus IKe
1922818,Viruses,NA,NA,NA,NA,NA,Changjiang tombus-like virus 4
1915310,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECNIH7
1985729,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phikmvvirus,Pantoea virus Limelight
1414736,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Lactobacillus phage J-1
212035,Viruses,NA,NA,NA,Mimiviridae,Mimivirus,Acanthamoeba polyphaga mimivirus
1486427,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus,Mycobacterium phage ZoeJ
1273749,Viruses,NA,NA,NA,NA,NA,Halovirus HGTV-1
1654781,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium phage Moyashi
2079601,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,NA,Red-crowned crane parvovirus
1197952,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus IPLA5
12211,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Plum pox virus
10449,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Lymantria dispar multiple nucleopolyhedrovirus
1923725,Viruses,NA,NA,NA,NA,NA,Wuhan insect virus 21
1924730,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus,Staphylococcus virus SA12
1150991,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Sphingomonas phage PAU
12042,Viruses,NA,NA,NA,Luteoviridae,Polerovirus,Beet western yellows virus
1972571,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,Carajas vesiculovirus
12180,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Potexvirus,Narcissus mosaic virus
40666,Viruses,NA,NA,NA,Potyviridae,Rymovirus,Ryegrass mosaic virus
56636,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
1836608,Viruses,NA,NA,Picornavirales,Picornaviridae,Kobuvirus,Canine kobuvirus
1307954,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Maruca vitrata nucleopolyhedrovirus
1803898,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Pepper virus A
1908806,Viruses,NA,NA,NA,Endornaviridae,NA,Ceratobasidium endornavirus A
768738,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Proboscivirus,Elephant endotheliotropic herpesvirus 5
1167691,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Totivirus,Xanthophyllomyces dendrorhous virus L1B
174142,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Botrexvirus,Botrytis virus X
1923277,Viruses,NA,NA,NA,NA,NA,Hubei tombus-like virus 3
1923688,Viruses,NA,NA,NA,NA,NA,Wuchang cockroach Virus 4
156690,Viruses,NA,NA,NA,Luteoviridae,Polerovirus,Beet mild yellowing virus
12432,Viruses,NA,NA,Tymovirales,Alphaflexiviridae,Allexivirus,Garlic virus B
551790,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Ralstonia phage RSB1
1633785,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila incompta
1232575,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferridurans
2169963,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Jwalphavirus,Achromobacter virus JWAlpha
11983,Viruses,NA,NA,NA,Caliciviridae,Norovirus,Norwalk virus
1647473,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Gordonia phage GRU3
59277,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
50292,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Cercopithecine betaherpesvirus 5
2003499,Viruses,NA,NA,Picornavirales,Picornaviridae,Mischivirus,Mischivirus C
1611875,Viruses,NA,NA,NA,NA,NA,Cucurbit aphid borne yellows virus associated RNA
33708,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Murid gammaherpesvirus 4
2579791,Bacteria,Cyanobacteria,NA,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 11901
1468172,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Gaillardia latent virus
12138,Viruses,NA,NA,NA,Tombusviridae,Machlomovirus,Maize chlorotic mottle virus
67754,Viruses,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,Tomato chlorosis virus
120576,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella pinnipedialis
2560531,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Chrysoviridae,Alphachrysovirus,Isaria javanica chrysovirus
279006,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Acinetobacter virus 133
42680,Viruses,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,Spinach latent virus
1547495,Viruses,NA,NA,Picornavirales,Picornaviridae,Salivirus,Salivirus FHB
1673887,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Citrobacter phage IME-CF2
10258,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Parapoxvirus,Orf virus
563169,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SJ-10
764562,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Brochothrix phage BL3
12348,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Lactobacillus phage LL-H
754048,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Psychrobacter phage pOW20-A
379892,Viruses,NA,NA,Tymovirales,Betaflexiviridae,Carlavirus,Passiflora latent virus
130369,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Porcine mastadenovirus A
1301280,Viruses,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus,Invertebrate iridovirus 25
228578,Viruses,NA,NA,NA,Virgaviridae,Tobamovirus,Youcai mosaic virus
1980926,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Chiangmaivirus,Ralstonia virus RSF1
46619,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Sweet potato virus G
80341,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Equid alphaherpesvirus 3
1335053,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Chrysomya megacephala
1509,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sporogenes
2508237,Viruses,NA,NA,Nidovirales,Euroniviridae,Paguronivirus,Paguronivirus 1
12814,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,NA,Respiratory syncytial virus
1629665,Viruses,NA,NA,NA,Narnaviridae,Mitovirus,Botrytis cinerea mitovirus 2
1923266,Viruses,NA,NA,NA,NA,NA,Hubei tombus-like virus 2
2447890,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sp. 1D1416
1239452,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Brugmansia mosaic virus
114921,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Beet mosaic virus
347326,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,NA,Pseudomonas virus 119X
1982889,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Likavirus,Streptomyces virus Lannister
2560722,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kairosalinivirus,Salinibacter virus SRUTV1
648998,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Penguinpox virus
1987509,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Batrachovirus,Ranid herpesvirus 3
282786,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,NA,Penaeid shrimp infectious myonecrosis virus
2420313,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. FDAARGOS_553
2041046,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 3/86Rv
58094,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Choristoneura rosaceana nucleopolyhedrovirus
1922680,Viruses,NA,NA,NA,NA,NA,Beihai sobemo-like virus 1
244050,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Tuberose mild mottle virus
261939,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Malacoherpesviridae,Ostreavirus,Ostreid herpesvirus 1
10497,Viruses,Nucleocytoviricota,Pokkesviricetes,Asfuvirales,Asfarviridae,Asfivirus,African swine fever virus
1982271,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus,Propionibacterium virus PAD20
1538364,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,NA,Ralstonia phage RSJ5
1982358,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pamexvirus,Pseudomonas virus PaMx74
929832,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Cyanophage P-RSM6
38012,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Malacosoma neustria nucleopolyhedrovirus
1642929,Viruses,NA,NA,NA,Baculoviridae,Alphabaculovirus,Lambdina fiscellaria nucleopolyhedrovirus
1307804,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Escherichia phage Lw1
781,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii
1873958,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus,Pectobacterium phage PP16
1273752,Viruses,NA,NA,NA,NA,NA,Halovirus HRTV-4
1962300,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Simian mastadenovirus C
1903266,Viruses,NA,NA,NA,Pithoviridae,NA,Cedratvirus A11
2337,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana
1560351,Viruses,NA,NA,NA,NA,NA,Goutanap virus
1327990,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,NA,Cellulophaga phage phi14:2
1640277,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Reoviridae,NA,Grapevine Cabernet Sauvignon reovirus
2494563,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Paracoccus phage vB_PmaS-R3
1982151,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gilesvirus,Mycobacterium virus Giles
1703960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. N113
2032563,Viruses,NA,NA,NA,Fuselloviridae,Alphafusellovirus,Sulfolobus spindle-shaped virus 8
213769,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus,Lactococcus virus 712
1109711,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,NA,Nocardia phage NBR1
1985175,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Caeruleovirus,Bacillus virus Bc431
192584,Viruses,NA,NA,NA,Baculoviridae,Betabaculovirus,Phthorimaea operculella granulovirus
1923697,Viruses,NA,NA,NA,NA,NA,Wuhan cricket virus 2
1262538,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus,Lactococcus phage phi7
10864,Viruses,Hofneiviricota,Faserviricetes,Tubulavirales,Inoviridae,Inovirus,Enterobacteria phage fd
2169883,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Erskinevirus,Erwinia virus EaH2
644524,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Lessievirus,Burkholderia virus Bcepil02
419435,Viruses,NA,NA,NA,Polydnaviridae,Ichnovirus,Glypta fumiferanae ichnovirus
1489714,Viruses,NA,NA,NA,NA,NA,Tanay virus
2560657,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Bifseptvirus,Pseudomonas virus Bf7
2031166,Viruses,NA,NA,Picornavirales,Picornaviridae,Parechovirus,Parechovirus D
114923,Viruses,NA,NA,NA,Potyviridae,Potyvirus,Carrot virus Y
1714362,Viruses,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,NA,Red clover powdery mildew-associated totivirus 1
1188795,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,NA,Xanthomonas citri phage CP2
2009331,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. MD-5
12402,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,NA,Streptococcus phage EJ-1
1273746,Viruses,NA,NA,NA,NA,NA,Halovirus HCTV-1
