taxid	domain	phylum	class	order	family	genus	species	CRR119890_read_counts	CRR119890_perc_of_reads	CRR119891_read_counts	CRR119891_perc_of_reads	CRR119892_read_counts	CRR119892_perc_of_reads	CRR119893_read_counts	CRR119893_perc_of_reads	CRR125445_read_counts	CRR125445_perc_of_reads	CRR125446_read_counts	CRR125446_perc_of_reads
1917485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. AM1-D1	0	0	0	0	0	0	0	0	0	0	2	0.000136597
1917990	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Bequatrovirus	NA	0	0	2	9.75E-05	0	0	0	0	0	0	0	0
1920110	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. CFNIH10	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1920191	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. HK171	1	4.86E-05	1	4.87E-05	0	0	1	5.60E-05	113	0.01041975	112	0.007649458
1920667	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. WY10	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1920749	Archaea	Candidatus Micrarchaeota	NA	NA	NA	Candidatus Mancarchaeum	Candidatus Mancarchaeum acidiphilum	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
1920883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	Marivivens sp. JLT3646	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1921421	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus genomosp. 3	1	4.86E-05	0	0	0	0	0	0	0	0	1	6.83E-05
1921549	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	5	0.000243121	5	0.000243658	3	0.000145261	8	0.000447992	9	0.000829892	15	0.001024481
1922217	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Candidatus Erwinia haradaeae	21	0.001021108	20	0.000974633	18	0.000871567	16	0.000895985	24	0.002213044	45	0.003073443
1922428	Viruses	NA	NA	NA	NA	NA	Beihai mantis shrimp virus 1	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1922769	Viruses	NA	NA	NA	NA	NA	Changjiang crawfish virus 5	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
1923453	Viruses	NA	NA	NA	NA	NA	Shahe qinvirus-like virus 1	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1926494	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. SOS3	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1927128	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Candidatus Enterovibrio luxaltus	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1929246	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis endosymbiont of Henestaris halophilus	0	0	0	0	0	0	1	5.60E-05	2	0.00018442	0	0
1930071	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Methylomusa	Methylomusa anaerophila	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1930273	Bacteria	Planctomycetes	NA	NA	NA	NA	Planctomycetes bacterium K22_7	0	0	1	4.87E-05	0	0	1	5.60E-05	8	0.000737681	7	0.000478091
1930274	Bacteria	Planctomycetes	NA	NA	NA	NA	Planctomycetes bacterium FF011L	4	0.000194497	2	9.75E-05	5	0.000242102	5	0.000279995	125	0.011526272	169	0.011542486
1930276	Bacteria	Planctomycetes	NA	NA	NA	NA	Planctomycetes bacterium HG15A2	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
1930532	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. CC6-YY-74	3	0.000145873	2	9.75E-05	17	0.000823147	12	0.000671988	1	9.22E-05	1	6.83E-05
1930557	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. FDAARGOS_354	0	0	0	0	0	0	1	5.60E-05	0	0	1	6.83E-05
1930593	Bacteria	NA	NA	NA	NA	Vampirococcus	Vampirococcus sp. LiM	0	0	0	0	1	4.84E-05	0	0	0	0	1	6.83E-05
1932360	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis sp. IM1011	0	0	0	0	0	0	0	0	1	9.22E-05	5	0.000341494
1933220	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. B29	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	0	0
1933880	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter halophytocola	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
1933904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella sp. WD16.2	0	0	0	0	1	4.84E-05	2	0.000111998	0	0	1	6.83E-05
1933905	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella sp. CDC_skunk	4	0.000194497	1	4.87E-05	0	0	0	0	0	0	2	0.000136597
1933910	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella sp. A1379B	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	1	6.83E-05
1933929	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. CACIAM 05	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1935204	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Aliarcobacter	[Arcobacter] porcinus	2	9.72E-05	8	0.000389853	6	0.000290522	8	0.000447992	0	0	2	0.000136597
1935379	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter sp. DSM 101948	8	0.000388994	5	0.000243658	6	0.000290522	8	0.000447992	12	0.001106522	32	0.002185559
1936029	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. MS1601	2	9.72E-05	3	0.000146195	3	0.000145261	2	0.000111998	2	0.00018442	3	0.000204896
1936080	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp. J14-2	2	9.72E-05	5	0.000243658	5	0.000242102	1	5.60E-05	6	0.000553261	2	0.000136597
1936081	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	Seonamhaeicola sp. S2-3	4	0.000194497	1	4.87E-05	1	4.84E-05	2	0.000111998	0	0	0	0
1938334	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. TPU 3598	1	4.86E-05	0	0	0	0	1	5.60E-05	37	0.003411777	45	0.003073443
1938374	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	1	4.86E-05	1	4.87E-05	2	9.68E-05	0	0	0	0	0	0
1938604	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum	Aquaspirillum sp. LM1	9	0.000437618	1	4.87E-05	5	0.000242102	3	0.000167997	1	9.22E-05	1	6.83E-05
1938605	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. LM2	0	0	2	9.75E-05	3	0.000145261	0	0	0	0	1	6.83E-05
1938606	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. LM6	57	0.00277158	93	0.004532044	67	0.003244167	112	0.006271892	5	0.000461051	27	0.001844066
1938607	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. LM7	0	0	0	0	0	0	0	0	1	9.22E-05	4	0.000273195
1938841	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 2323.1	9	0.000437618	13	0.000633512	15	0.000726306	37	0.002071964	10	0.000922102	22	0.001502572
1940319	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. DAT741	0	0	2	9.75E-05	0	0	0	0	0	0	0	0
1940610	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	Phreatobacter	Phreatobacter stygius	5	0.000243121	5	0.000243658	16	0.000774726	8	0.000447992	362	0.033380084	602	0.041115837
1940762	Bacteria	Cyanobacteria	NA	Nostocales	NA	NA	Nostocales cyanobacterium HT-58-2	6	0.000291745	7	0.000341122	3	0.000145261	2	0.000111998	22	0.002028624	37	0.002527053
1940789	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus petauri	4	0.000194497	1	4.87E-05	1	4.84E-05	0	0	4	0.000368841	1	6.83E-05
1941349	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Sedimentisphaera	Sedimentisphaera salicampi	3	0.000145873	6	0.00029239	8	0.000387363	3	0.000167997	10	0.000922102	10	0.000682987
1945512	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp. PSBB023	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1945657	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp. H2931	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	0	0
1945658	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp. H4358	0	0	1	4.87E-05	1	4.84E-05	1	5.60E-05	1	9.22E-05	0	0
1945662	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus contaminans	0	0	0	0	0	0	0	0	3	0.000276631	11	0.000751286
1945892	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	Cytophagales bacterium TFI 002	1	4.86E-05	1	4.87E-05	2	9.68E-05	1	5.60E-05	15	0.001383153	51	0.003483235
1954171	Bacteria	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-2098	2	9.72E-05	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
1954172	Bacteria	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-2100	9	0.000437618	13	0.000633512	9	0.000435784	4	0.000223996	7	0.000645471	8	0.00054639
1960083	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces gaoshouyii	0	0	1	4.87E-05	3	0.000145261	0	0	0	0	1	6.83E-05
1961362	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. NIC1	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
1961713	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. MOE7	6	0.000291745	4	0.000194927	3	0.000145261	10	0.00055999	1	9.22E-05	2	0.000136597
1964448	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Candidatus Borrelia tachyglossi	3	0.000145873	4	0.000194927	2	9.68E-05	3	0.000167997	0	0	1	6.83E-05
1964449	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 3211	3	0.000145873	4	0.000194927	7	0.000338943	16	0.000895985	16	0.001475363	9	0.000614689
1965231	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter pinnipediorum	3	0.000145873	2	9.75E-05	1	4.84E-05	4	0.000223996	1	9.22E-05	0	0
1967665	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia beringensis	0	0	0	0	1	4.84E-05	2	0.000111998	0	0	1	6.83E-05
1967666	Bacteria	Cyanobacteria	NA	Chroococcales	Microcystaceae	Microcystis	Microcystis sp. MC19	12	0.00058349	13	0.000633512	9	0.000435784	6	0.000335994	2	0.00018442	1	6.83E-05
1967783	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia sp. S15-834C	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1968541	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. D7	2	9.72E-05	0	0	1	4.84E-05	2	0.000111998	2	0.00018442	5	0.000341494
1969806	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidibrevibacterium	Acidibrevibacterium fodinaquatile	12	0.00058349	2	9.75E-05	10	0.000484204	15	0.000839986	8	0.000737681	15	0.001024481
1969841	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Gorganvirus	Proteus virus Isfahan	159	0.007731248	94	0.004580776	69	0.003341008	94	0.005263909	20	0.001844204	66	0.004507716
1971364	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. GT	0	0	0	0	0	0	0	0	0	0	2	0.000136597
1971488	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Nardonella	endosymbiont of Pachyrhynchus infernalis	2	9.72E-05	2	9.75E-05	2	9.68E-05	0	0	11	0.001014312	8	0.00054639
1972068	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Sulfurivermis	Sulfurivermis fontis	0	0	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
1972133	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Nardonella	Candidatus Nardonella dryophthoridicola	4	0.000194497	5	0.000243658	7	0.000338943	4	0.000223996	24	0.002213044	39	0.002663651
1972134	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Candidatus Nardonella	endosymbiont of Sipalinus gigas	3	0.000145873	1	4.87E-05	2	9.68E-05	2	0.000111998	2	0.00018442	4	0.000273195
1972757	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella sp. PO552	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1972846	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Sge12	4	0.000194497	1	4.87E-05	4	0.000193682	4	0.000223996	4	0.000368841	2	0.000136597
1973475	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. NIES-2111	0	0	0	0	0	0	0	0	2	0.00018442	3	0.000204896
1973478	Bacteria	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix brevissima	73	0.003549567	33	0.001608145	56	0.002711543	20	0.001119981	3	0.000276631	4	0.000273195
1973480	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	Sphaerospermopsis kisseleviana	9	0.000437618	14	0.000682243	18	0.000871567	12	0.000671988	11	0.001014312	13	0.000887884
1973481	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Dolichospermum	Dolichospermum compactum	2	9.72E-05	2	9.75E-05	3	0.000145261	4	0.000223996	10	0.000922102	9	0.000614689
1973482	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Raphidiopsis	Raphidiopsis curvata	2	9.72E-05	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
1973483	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc carneum	3	0.000145873	2	9.75E-05	1	4.84E-05	2	0.000111998	0	0	3	0.000204896
1973485	Bacteria	Cyanobacteria	NA	Nostocales	Rivulariaceae	Microchaete	Microchaete diplosiphon	9	0.000437618	9	0.000438585	6	0.000290522	12	0.000671988	1	9.22E-05	11	0.000751286
1973488	Bacteria	Cyanobacteria	NA	Nostocales	Calotrichaceae	Calothrix	Calothrix parasitica	30	0.001458726	19	0.000925902	34	0.001646294	41	0.002295961	24	0.002213044	32	0.002185559
1974213	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp. HL-130-GSB	1	4.86E-05	0	0	0	0	0	0	0	0	1	6.83E-05
1977088	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces ficellus	113	0.005494535	46	0.002241656	55	0.002663122	95	0.005319908	10	0.000922102	28	0.001912365
1977566	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. Crenshaw	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1977864	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS39	3	0.000145873	5	0.000243658	5	0.000242102	0	0	1	9.22E-05	4	0.000273195
1977865	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. RS40	4	0.000194497	4	0.000194927	2	9.68E-05	2	0.000111998	1	9.22E-05	3	0.000204896
1978566	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium sp. LW097	1	4.86E-05	1	4.87E-05	1	4.84E-05	0	0	0	0	1	6.83E-05
1980001	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	Cellulosimicrobium sp. TH-20	1	4.86E-05	0	0	0	0	0	0	2	0.00018442	0	0
1980467	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1981173	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. NXC14	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1981174	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. M30-35	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1981880	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Denitratisoma	Denitratisoma sp. DHT3	3	0.000145873	1	4.87E-05	0	0	1	5.60E-05	0	0	3	0.000204896
1982042	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter mangrovi	0	0	0	0	0	0	2	0.000111998	0	0	0	0
1984801	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CLI2509	16	0.000777987	5	0.000243658	7	0.000338943	12	0.000671988	30	0.002766305	36	0.002458754
1985254	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas phaseoli	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
1986118	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Ball python nidovirus 1	0	0	2	9.75E-05	0	0	0	0	0	0	0	0
1986204	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum	Brevefilum fermentans	0	0	0	0	0	0	1	5.60E-05	11	0.001014312	1	6.83E-05
1986224	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum sp. SL2-1	0	0	0	0	0	0	0	0	0	0	2	0.000136597
1986952	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	NA	Sphingobacteriaceae bacterium GW460-11-11-14-LB5	0	0	0	0	2	9.68E-05	2	0.000111998	2	0.00018442	2	0.000136597
1987356	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Aurantimicrobium	Aurantimicrobium sp. MWH-Mo1	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1987479	Viruses	NA	NA	NA	Baculoviridae	Alphabaculovirus	Choristoneura murinana nucleopolyhedrovirus	3	0.000145873	5	0.000243658	1	4.84E-05	4	0.000223996	0	0	0	0
1987580	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus columbae	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	0	0
1987723	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	Cellvibrio sp. PSBB006	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
2003121	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. G1-14	0	0	1	4.87E-05	0	0	0	0	1	9.22E-05	0	0
2003315	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. CACIAM 03H1	2	9.72E-05	0	0	2	9.68E-05	2	0.000111998	2	0.00018442	1	6.83E-05
2003370	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	Salinivibrio sp. YCSC6	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
2003551	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. PSBB021	3	0.000145873	2	9.75E-05	2	9.68E-05	1	5.60E-05	4	0.000368841	4	0.000273195
2004467	Bacteria	Armatimonadetes	NA	NA	NA	NA	Armatimonadetes bacterium Uphvl-Ar1	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
2004468	Bacteria	Armatimonadetes	NA	NA	NA	NA	Armatimonadetes bacterium Uphvl-Ar2	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
2004644	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. WCHA45	0	0	0	0	0	0	1	5.60E-05	2	0.00018442	0	0
2004646	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. WCHA55	1	4.86E-05	2	9.75E-05	1	4.84E-05	0	0	3	0.000276631	2	0.000136597
2004650	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter chinensis	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
2004966	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykibivirus	Rhinolophus associated gemykibivirus 2	0	0	0	0	0	0	2	0.000111998	2	0.00018442	1	6.83E-05
2005046	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp. WZN-1	0	0	0	0	0	0	1	5.60E-05	0	0	6	0.000409792
2005262	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella endosymbiont of Polyplax serrata	6	0.000291745	4	0.000194927	9	0.000435784	3	0.000167997	12	0.001106522	17	0.001161078
2005388	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. RU47	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
2005456	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae	Fischerella	Fischerella sp. NIES-4106	1	4.86E-05	0	0	0	0	2	0.000111998	1	9.22E-05	2	0.000136597
2005458	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc sp. NIES-4103	2	9.72E-05	2	9.75E-05	3	0.000145261	2	0.000111998	3	0.000276631	13	0.000887884
2005460	Bacteria	Cyanobacteria	NA	Chroococcales	Chroococcaceae	Chondrocystis	Chondrocystis sp. NIES-4102	2	9.72E-05	5	0.000243658	0	0	3	0.000167997	0	0	2	0.000136597
2005464	Bacteria	Cyanobacteria	NA	Nostocales	Scytonemataceae	Scytonema	Scytonema sp. NIES-4073	13	0.000632115	4	0.000194927	3	0.000145261	12	0.000671988	18	0.001659783	24	0.00163917
2005468	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Thermosynechococcus	Thermosynechococcus vulcanus	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
2005703	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus wangshanyuanii	3	0.000145873	10	0.000487317	13	0.000629465	9	0.000503991	5	0.000461051	3	0.000204896
2005884	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	Thauera sp. K11	14	0.000680739	2	9.75E-05	0	0	4	0.000223996	10	0.000922102	14	0.000956182
2005885	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. S063	3	0.000145873	6	0.00029239	11	0.000532624	16	0.000895985	46	0.004241668	60	0.004097924
2006684	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Noxifervirus	Pseudomonas virus Noxifer	2	9.72E-05	2	9.75E-05	0	0	4	0.000223996	1	9.22E-05	3	0.000204896
2007306	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella adeliensis	0	0	0	0	1	4.84E-05	0	0	0	0	1	6.83E-05
2009329	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sagittula	Sagittula sp. P11	0	0	1	4.87E-05	0	0	1	5.60E-05	1	9.22E-05	0	0
2010829	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Aerosticca	Aerosticca soli	0	0	1	4.87E-05	0	0	0	0	0	0	2	0.000136597
2010972	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter rhizosphaerae	15	0.000729363	7	0.000341122	20	0.000968408	6	0.000335994	6	0.000553261	4	0.000273195
2011012	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-45348	2	9.72E-05	9	0.000438585	2	9.68E-05	5	0.000279995	1	9.22E-05	4	0.000273195
2011159	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. KY5	0	0	2	9.75E-05	0	0	0	0	0	0	0	0
2013114	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 86	1	4.86E-05	0	0	3	0.000145261	0	0	16	0.001475363	9	0.000614689
